name,id,texture,count,quality,canUse,level,levelColHeader,minBid,minIncrement,buyoutPrice,bidAmount,highBidder,bidderFullName,owner,ownerFullName,saleStatus
1445,1445,135038,1,-1,false,854894080,9031,0,9506,0,false,0
1445,1445,135038,1,-1,false,854894080,9032,0,9507,0,false,0
Crystallized Fire,37702,237003,9,1,true,1,REQ_LEVEL_ABBR,146664,0,146664,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15051,0,16723,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,10,1,true,1,REQ_LEVEL_ABBR,159550,0,159550,0,false,0
Crystallized Fire,37702,237003,4,1,true,1,REQ_LEVEL_ABBR,60660,0,63852,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15051,0,16723,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15051,0,16723,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15156,0,15953,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,16103,0,27110101,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,10900,0,15969,0,false,0
Crystallized Fire,37702,237003,5,1,true,1,REQ_LEVEL_ABBR,80035,0,80430,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15154,0,15951,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,5,1,true,1,REQ_LEVEL_ABBR,79405,0,79800,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15156,0,15953,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15156,0,15953,0,false,0
Crystallized Fire,37702,237003,10,1,true,1,REQ_LEVEL_ABBR,156330,0,159520,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15156,0,15953,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15051,0,16723,0,false,0
Crystallized Fire,37702,237003,4,1,true,1,REQ_LEVEL_ABBR,60648,0,63840,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15164,0,15962,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15154,0,15951,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15156,0,15953,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15162,0,15959,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15156,0,15953,0,false,0
Crystallized Fire,37702,237003,10,1,true,1,REQ_LEVEL_ABBR,156369,0,159560,0,false,0
Crystallized Fire,37702,237003,3,1,true,1,REQ_LEVEL_ABBR,45458,0,47850,0,false,0
Crystallized Fire,37702,237003,3,1,true,1,REQ_LEVEL_ABBR,47616,0,47853,0,false,0
Crystallized Fire,37702,237003,8,1,true,1,REQ_LEVEL_ABBR,121213,0,127592,0,false,0
Crystallized Fire,37702,237003,8,1,true,1,REQ_LEVEL_ABBR,121205,0,127584,0,false,0
Crystallized Fire,37702,237003,4,1,true,1,REQ_LEVEL_ABBR,60603,0,63792,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15150,0,15947,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15150,0,15947,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15150,0,15947,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15149,0,15946,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15149,0,15946,0,false,0
Crystallized Fire,37702,237003,1,1,true,1,REQ_LEVEL_ABBR,15148,0,15945,0,false,0
Green Hills of Stranglethorn - Page 26,2750,134332,1,1,true,1,REQ_LEVEL_ABBR,4948,0,4948,0,false,0
Green Hills of Stranglethorn - Page 26,2750,134332,1,1,true,1,REQ_LEVEL_ABBR,10562,0,12500,0,false,0
Green Hills of Stranglethorn - Page 26,2750,134332,1,1,true,1,REQ_LEVEL_ABBR,5700,0,6000,0,false,0
Green Hills of Stranglethorn - Page 26,2750,134332,1,1,true,1,REQ_LEVEL_ABBR,4700,0,4947,0,false,0
Green Hills of Stranglethorn - Page 26,2750,134332,1,1,true,1,REQ_LEVEL_ABBR,4700,0,4947,0,false,0
Green Hills of Stranglethorn - Page 26,2750,134332,1,1,true,1,REQ_LEVEL_ABBR,5699,0,5998,0,false,0
Green Hills of Stranglethorn - Page 26,2750,134332,1,1,true,1,REQ_LEVEL_ABBR,4455,0,4950,0,false,0
Green Hills of Stranglethorn - Page 26,2750,134332,2,1,true,1,REQ_LEVEL_ABBR,18047,0,18996,0,false,0
Green Hills of Stranglethorn - Page 26,2750,134332,1,1,true,1,REQ_LEVEL_ABBR,5562,0,6000,0,false,0
Green Hills of Stranglethorn - Page 26,2750,134332,1,1,true,1,REQ_LEVEL_ABBR,9499,0,9499,0,false,0
Green Hills of Stranglethorn - Page 26,2750,134332,1,1,true,1,REQ_LEVEL_ABBR,9499,0,9499,0,false,0
Green Hills of Stranglethorn - Page 26,2750,134332,1,1,true,1,REQ_LEVEL_ABBR,4500,0,5000,0,false,0
Green Hills of Stranglethorn - Page 26,2750,134332,1,1,true,1,REQ_LEVEL_ABBR,5699,0,5998,0,false,0
Green Hills of Stranglethorn - Page 26,2750,134332,1,1,true,1,REQ_LEVEL_ABBR,3749,0,3946,0,false,0
14428,14428,132542,1,-1,false,854894080,9500,0,10000,0,false,0
Felsteel Bar,23448,133231,1,2,true,1,REQ_LEVEL_ABBR,100981,0,106295,0,false,0
Felsteel Bar,23448,133231,1,2,true,1,REQ_LEVEL_ABBR,100981,0,106295,0,false,0
Felsteel Bar,23448,133231,1,2,true,1,REQ_LEVEL_ABBR,100981,0,106295,0,false,0
Felsteel Bar,23448,133231,1,2,true,1,REQ_LEVEL_ABBR,100980,0,106294,0,false,0
Felsteel Bar,23448,133231,1,2,true,1,REQ_LEVEL_ABBR,98147,0,98147,0,false,0
Felsteel Bar,23448,133231,1,2,true,1,REQ_LEVEL_ABBR,106292,0,106292,0,false,0
Felsteel Bar,23448,133231,1,2,true,1,REQ_LEVEL_ABBR,106292,0,106292,0,false,0
Felsteel Bar,23448,133231,1,2,true,1,REQ_LEVEL_ABBR,98147,0,98147,0,false,0
Felsteel Bar,23448,133231,1,2,true,1,REQ_LEVEL_ABBR,100981,0,106295,0,false,0
Felsteel Bar,23448,133231,1,2,true,1,REQ_LEVEL_ABBR,98147,0,98147,0,false,0
Mageroyal,785,133436,20,1,true,1,REQ_LEVEL_ABBR,20,0,154760,0,false,0
Mageroyal,785,133436,20,1,true,1,REQ_LEVEL_ABBR,20,0,154760,0,false,0
Mageroyal,785,133436,20,1,true,1,REQ_LEVEL_ABBR,39600,0,27110100,0,false,0
Mageroyal,785,133436,20,1,true,1,REQ_LEVEL_ABBR,20,0,154760,0,false,0
Mageroyal,785,133436,20,1,true,1,REQ_LEVEL_ABBR,104975,0,110500,0,false,0
Mageroyal,785,133436,20,1,true,1,REQ_LEVEL_ABBR,104975,0,110500,0,false,0
Mageroyal,785,133436,20,1,true,1,REQ_LEVEL_ABBR,104975,0,110500,0,false,0
Mageroyal,785,133436,20,1,true,1,REQ_LEVEL_ABBR,104975,0,110500,0,false,0
Mageroyal,785,133436,20,1,true,1,REQ_LEVEL_ABBR,104975,0,110500,0,false,0
Mageroyal,785,133436,20,1,true,1,REQ_LEVEL_ABBR,104975,0,110500,0,false,0
Mageroyal,785,133436,20,1,true,1,REQ_LEVEL_ABBR,104975,0,110500,0,false,0
Mageroyal,785,133436,20,1,true,1,REQ_LEVEL_ABBR,104975,0,110500,0,false,0
Mageroyal,785,133436,11,1,true,1,REQ_LEVEL_ABBR,57737,0,60775,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1400,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1400,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1400,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1400,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1400,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,1,1,true,1,REQ_LEVEL_ABBR,1399,0,1499,0,false,0
Mageroyal,785,133436,5,1,true,1,REQ_LEVEL_ABBR,5,0,7308,0,false,0
Mageroyal,785,133436,7,1,true,1,REQ_LEVEL_ABBR,9716,0,10227,0,false,0
Mageroyal,785,133436,2,1,true,1,REQ_LEVEL_ABBR,2774,0,2920,0,false,0
Flask of Oil,814,132794,3,1,true,1,REQ_LEVEL_ABBR,267,0,282,0,false,0
Flask of Oil,814,132794,11,1,true,1,REQ_LEVEL_ABBR,951,0,1001,0,false,0
Flask of Oil,814,132794,1,1,true,1,REQ_LEVEL_ABBR,84,0,88,0,false,0
Flask of Oil,814,132794,1,1,true,1,REQ_LEVEL_ABBR,85,0,89,0,false,0
Flask of Oil,814,132794,3,1,true,1,REQ_LEVEL_ABBR,261,0,275,0,false,0
Flask of Oil,814,132794,1,1,true,1,REQ_LEVEL_ABBR,480,0,500,0,false,0
Flask of Oil,814,132794,1,1,true,1,REQ_LEVEL_ABBR,86,0,90,0,false,0
Flask of Oil,814,132794,5,1,true,1,REQ_LEVEL_ABBR,452,0,475,0,false,0
Flask of Oil,814,132794,3,1,true,1,REQ_LEVEL_ABBR,249,0,261,0,false,0
41356,41356,132960,1,-1,false,854894080,1022594,0,1022594,0,false,0
41105,41105,254292,1,-1,false,854894080,37521,0,39495,0,false,0
41105,41105,254292,1,-1,false,854894080,37514,0,39488,0,false,0
41105,41105,254292,1,-1,false,854894080,37514,0,39488,0,false,0
41105,41105,254292,1,-1,false,854894080,39490,0,39490,0,false,0
41105,41105,254292,1,-1,false,854894080,39492,0,39492,0,false,0
41105,41105,254292,1,-1,false,854894080,39492,0,39492,0,false,0
41105,41105,254292,1,-1,false,854894080,37521,0,39495,0,false,0
41105,41105,254292,1,-1,false,854894080,37521,0,39495,0,false,0
41105,41105,254292,1,-1,false,854894080,37521,0,39495,0,false,0
41105,41105,254292,1,-1,false,854894080,39492,0,39492,0,false,0
41105,41105,254292,1,-1,false,854894080,39494,0,39494,0,false,0
41105,41105,254292,1,-1,false,854894080,31950,0,36500,0,false,0
Drums of the Wild,49634,133847,1,1,false,80,REQ_LEVEL_ABBR,1899987,0,1999986,0,false,0
Drums of the Wild,49634,133847,1,1,false,80,REQ_LEVEL_ABBR,1899987,0,1999986,0,false,0
Drums of the Wild,49634,133847,1,1,false,80,REQ_LEVEL_ABBR,1899987,0,1999986,0,false,0
Precision Bow,8183,135492,1,2,false,22,REQ_LEVEL_ABBR,3639,0,4400,0,false,0
Small Prismatic Shard,22448,132882,6,3,true,1,REQ_LEVEL_ABBR,92928,0,97818,0,false,0
Small Prismatic Shard,22448,132882,5,3,true,1,REQ_LEVEL_ABBR,101199,0,106525,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14639,0,15409,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14639,0,15409,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14639,0,15409,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14639,0,15409,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14639,0,15409,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14639,0,15409,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,21303,0,21303,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14639,0,15409,0,false,0
Small Prismatic Shard,22448,132882,5,3,true,1,REQ_LEVEL_ABBR,112135,0,112135,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14639,0,15409,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14639,0,15409,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,21317,0,22438,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,22427,0,22427,0,false,0
Small Prismatic Shard,22448,132882,2,3,true,1,REQ_LEVEL_ABBR,29276,0,30816,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14713,0,15487,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14639,0,15409,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14633,0,15403,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14633,0,15403,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14632,0,15402,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14632,0,15402,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14632,0,15402,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14632,0,15402,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14632,0,15402,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14632,0,15402,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14632,0,15402,0,false,0
Small Prismatic Shard,22448,132882,5,3,true,1,REQ_LEVEL_ABBR,124015,0,124015,0,false,0
Small Prismatic Shard,22448,132882,5,3,true,1,REQ_LEVEL_ABBR,124015,0,124015,0,false,0
Small Prismatic Shard,22448,132882,5,3,true,1,REQ_LEVEL_ABBR,124015,0,124015,0,false,0
Small Prismatic Shard,22448,132882,1,3,true,1,REQ_LEVEL_ABBR,14485,0,15247,0,false,0
10413,10413,132952,1,-1,false,854894080,854999,0,899998,0,false,0
10413,10413,132952,1,-1,false,854894080,899997,0,899997,0,false,0
10413,10413,132952,1,-1,false,854894080,854999,0,899998,0,false,0
10413,10413,132952,1,-1,false,854894080,854999,0,899998,0,false,0
16224,16224,134327,1,-1,false,854894080,71416,0,75174,0,false,0
Glyph of Earthliving Weapon,41527,254295,1,1,false,30,REQ_LEVEL_ABBR,68594,0,68594,0,false,0
Glyph of Earthliving Weapon,41527,254295,1,1,false,30,REQ_LEVEL_ABBR,68594,0,68594,0,false,0
Glyph of Earthliving Weapon,41527,254295,1,1,false,30,REQ_LEVEL_ABBR,52950,0,60000,0,false,0
Glyph of Earthliving Weapon,41527,254295,1,1,false,30,REQ_LEVEL_ABBR,68594,0,68594,0,false,0
Glyph of Earthliving Weapon,41527,254295,1,1,false,30,REQ_LEVEL_ABBR,68594,0,68594,0,false,0
Glyph of Earthliving Weapon,41527,254295,1,1,false,30,REQ_LEVEL_ABBR,68594,0,68594,0,false,0
Glyph of Earthliving Weapon,41527,254295,1,1,false,30,REQ_LEVEL_ABBR,52950,0,60000,0,false,0
Glyph of Earthliving Weapon,41527,254295,1,1,false,30,REQ_LEVEL_ABBR,70385,0,27110101,0,false,0
Glyph of Earthliving Weapon,41527,254295,1,1,false,30,REQ_LEVEL_ABBR,68596,0,68596,0,false,0
Glyph of Earthliving Weapon,41527,254295,1,1,false,30,REQ_LEVEL_ABBR,59999,0,59999,0,false,0
Glyph of Earthliving Weapon,41527,254295,1,1,false,30,REQ_LEVEL_ABBR,59999,0,59999,0,false,0
Platinum Medallion of Arcane Protection,36443,133290,1,2,false,79,REQ_LEVEL_ABBR,440465,0,440465,0,false,0
Titansteel Spellblade,45085,135383,1,4,false,80,REQ_LEVEL_ABBR,9499999,0,9999998,0,false,0
Titansteel Spellblade,45085,135383,1,4,false,80,REQ_LEVEL_ABBR,9500000,0,9999999,0,false,0
Scroll of Enchant Gloves - Precision,38953,134939,2,1,true,1,REQ_LEVEL_ABBR,2536158,0,2669640,0,false,0
Scroll of Enchant Gloves - Precision,38953,134939,1,1,true,1,REQ_LEVEL_ABBR,1268079,0,1334819,0,false,0
Scroll of Enchant Gloves - Precision,38953,134939,1,1,true,1,REQ_LEVEL_ABBR,1268079,0,1334819,0,false,0
45621,45621,134786,1,-1,false,854894080,6442,0,6499,0,false,0
45621,45621,134786,1,-1,false,854894080,6442,0,6499,0,false,0
45621,45621,134786,1,-1,false,854894080,6442,0,6499,0,false,0
45621,45621,134786,1,-1,false,854894080,6442,0,6499,0,false,0
45621,45621,134786,1,-1,false,854894080,6442,0,6499,0,false,0
Captain Rumsey's Lager,34832,132790,15,1,true,1,REQ_LEVEL_ABBR,169219,0,178125,0,false,0
Captain Rumsey's Lager,34832,132790,1,1,true,1,REQ_LEVEL_ABBR,11874,0,11874,0,false,0
Captain Rumsey's Lager,34832,132790,1,1,true,1,REQ_LEVEL_ABBR,11874,0,11874,0,false,0
Captain Rumsey's Lager,34832,132790,1,1,true,1,REQ_LEVEL_ABBR,11874,0,11874,0,false,0
Captain Rumsey's Lager,34832,132790,20,1,true,1,REQ_LEVEL_ABBR,226780,0,238700,0,false,0
Captain Rumsey's Lager,34832,132790,1,1,true,1,REQ_LEVEL_ABBR,11874,0,11874,0,false,0
Captain Rumsey's Lager,34832,132790,1,1,true,1,REQ_LEVEL_ABBR,11874,0,11874,0,false,0
Captain Rumsey's Lager,34832,132790,10,1,true,1,REQ_LEVEL_ABBR,118730,0,118730,0,false,0
Lambent Scale Breastplate,3049,132628,1,2,false,22,REQ_LEVEL_ABBR,8551,0,9001,0,false,0
29958,29958,132188,1,-1,false,854894080,1049417,0,1049417,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,197995,0,27110100,0,false,0
Indestructible Potion,40093,236874,10,1,false,70,REQ_LEVEL_ABBR,10,1,609360,10,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180477,0,189975,0,false,0
Indestructible Potion,40093,236874,10,1,false,70,REQ_LEVEL_ABBR,305000,0,380000,0,false,0
Indestructible Potion,40093,236874,20,1,false,70,REQ_LEVEL_ABBR,721829,0,759820,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180477,0,189975,0,false,0
Indestructible Potion,40093,236874,1,1,false,70,REQ_LEVEL_ABBR,36099,0,37998,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180477,0,189975,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180477,0,189975,0,false,0
Indestructible Potion,40093,236874,1,1,false,70,REQ_LEVEL_ABBR,36093,0,37992,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180453,0,189950,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180453,0,189950,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180453,0,189950,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180453,0,189950,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180453,0,189950,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180453,0,189950,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180453,0,189950,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180453,0,189950,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180453,0,189950,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180453,0,189950,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,180453,0,189950,0,false,0
Indestructible Potion,40093,236874,3,1,false,70,REQ_LEVEL_ABBR,108269,0,113967,0,false,0
Indestructible Potion,40093,236874,3,1,false,70,REQ_LEVEL_ABBR,108269,0,113967,0,false,0
Indestructible Potion,40093,236874,3,1,false,70,REQ_LEVEL_ABBR,108269,0,113967,0,false,0
Indestructible Potion,40093,236874,20,1,false,70,REQ_LEVEL_ABBR,721772,0,759760,0,false,0
Indestructible Potion,40093,236874,20,1,false,70,REQ_LEVEL_ABBR,721772,0,759760,0,false,0
Indestructible Potion,40093,236874,20,1,false,70,REQ_LEVEL_ABBR,721772,0,759760,0,false,0
Indestructible Potion,40093,236874,20,1,false,70,REQ_LEVEL_ABBR,721772,0,759760,0,false,0
Indestructible Potion,40093,236874,20,1,false,70,REQ_LEVEL_ABBR,721772,0,759760,0,false,0
Indestructible Potion,40093,236874,20,1,false,70,REQ_LEVEL_ABBR,721772,0,759760,0,false,0
Indestructible Potion,40093,236874,20,1,false,70,REQ_LEVEL_ABBR,721772,0,759760,0,false,0
Indestructible Potion,40093,236874,20,1,false,70,REQ_LEVEL_ABBR,721772,0,759760,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,189935,0,189935,0,false,0
Indestructible Potion,40093,236874,5,1,false,70,REQ_LEVEL_ABBR,189935,0,189935,0,false,0
